FID,sample_id,sample_date,indicator,value,unit,site,state,latitude,longitude,licence,authority,treatment,population,scale,description,location_type,GEOM
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a7e,233687,2020-06-30,Total Phosphorus,1.5,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a7d,233689,2020-04-30,E-coli,990,MPN/100mL,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a7c,233691,2020-04-30,Oil and grease,7,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a7b,233684,2020-03-31,Total Phosphorus,5.7,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a7a,233686,2020-05-31,Total Phosphorus,7.6,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a79,233688,2020-01-31,E-coli,4400,MPN/100mL,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a78,233690,2020-01-31,Oil and grease,2.5,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a77,233693,2020-02-29,pH,7.86,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a76,233695,2020-04-30,pH,7.67,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a75,233697,2020-06-30,pH,7.7,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a74,233699,2020-02-29,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a73,233692,2020-01-31,pH,7.72,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a72,233694,2020-03-31,pH,7.89,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a71,233696,2020-05-31,pH,7.76,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a70,233698,2020-01-31,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a6f,233701,2020-04-30,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a6e,233703,2020-06-30,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a6d,233705,2020-02-29,Total Nitrogen,5.2,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a6c,233707,2020-04-30,Total Nitrogen,8,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a6b,233700,2020-03-31,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a6a,233702,2020-05-31,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a69,233704,2020-01-31,Total Nitrogen,9.1,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a68,233706,2020-03-31,Total Nitrogen,4.5,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a67,233709,2020-06-30,Total Nitrogen,8,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a66,233711,2020-02-29,Total Phosphorus,7.9,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a65,233713,2020-04-30,Total Phosphorus,13,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a64,233715,2020-06-30,Total Phosphorus,5.3,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a63,233708,2020-05-31,Total Nitrogen,4.2,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a62,233710,2020-01-31,Total Phosphorus,8.5,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a61,233712,2020-03-31,Total Phosphorus,4.8,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a60,233714,2020-05-31,Total Phosphorus,5.7,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a5f,233716,2020-01-31,E-coli,24000,MPN/100mL,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a5e,233718,2020-01-31,Oil and grease,2.5,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a5d,233720,2020-02-29,pH,7.97,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a5c,233722,2020-04-30,pH,7.74,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a5b,233724,2020-06-30,pH,7.64,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a5a,233717,2020-04-30,E-coli,2000,MPN/100mL,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a59,233719,2020-01-31,pH,7.76,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a58,233721,2020-03-31,pH,7.64,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a57,233723,2020-05-31,pH,7.73,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a56,233725,2020-01-31,Total Suspended Solids,2.5,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a55,233726,2020-01-31,Total Dissolved Solids,650,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a54,233728,2020-02-29,Total Nitrogen,11,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a53,233730,2020-04-30,Total Nitrogen,11,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5a52,233732,2020-06-30,Total Nitrogen,11,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
